UF;SECAO;ZONA;COD_MUNIC_TSE;COD_MUNIC_IBGE;NM_MUNIC_IBGE;COD_MUNIC_ECT;COD_BAIRRO_TSE;NM_BAIRRO;COD_BAIRRO_ECT;COD_LOCALVOTACAO_TSE;ENDERECO_LOCALVOTACAO;NUM_CEP;NM_LOCALVOTACAO;SITUACAO
MG;278;30;41238;3106200;BELO HORIZONTE;2754;22609931835;ERMELINDA;;13458;PRAÇA BERNARDO DA VEIGA, S/N;31250340;ESCOLA ESTADUAL PROF. ALCINDO VIEIRA;Ativo
MG;279;30;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;PADRE EUSTÁQUIO;3466;13475;RUA CESÁRIO ALVIM, 927;30720270;ESCOLA ESTADUAL PADRE EUSTÁQUIO;Ativo
MG;280;30;41238;3106200;BELO HORIZONTE;2754;22609931833;ALTO CAIÇARAS;;13461;AVENIDA PRESIDENTE CARLOS LUZ, 800;31230010;INSTITUTO CULTURAL NEWTON PAIVA;Inativo
MG;281;30;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;CAICARA;3289;13456;AVENIDA PRESIDENTE CARLOS LUZ, 800;31230010;INSTITUTO CULTURAL NEWTON PAIVA;Ativo
MG;282;30;41238;3106200;BELO HORIZONTE;2754;22609931833;ALTO CAIÇARAS;;13474;AV ANTÔNIO PEIXOTO GUIMARÃES, 165;30770290;ESCOLA ESTADUAL FRANCISCO BRANT;Ativo
MG;283;30;41238;3106200;BELO HORIZONTE;2754;22609931833;ALTO CAIÇARAS;;13472;RUA CANANÉIA, 387;30770120;COLÉGIO BERLAAR SÃO PASCOAL;Ativo
MG;284;30;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;APARECIDA;3269;13432;RUA SANTA JUDITH, 565;31250050;ESCOLA ESTADUAL PRINCESA ISABEL;Ativo
MG;1;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;2;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;3;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;4;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;5;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;6;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;7;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;8;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;9;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;10;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;11;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;12;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;13;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;14;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;15;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;16;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;17;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;18;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13435;RUA TIÊS ESQUINA COM LEONIL PRATA SN;30830500;ESCOLA MUNICIPAL JÚLIA PARAÍSO;Ativo
MG;19;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ALÍPIO DE MELO;3263;13434;RUA DOS ECONOMISTAS   , 612 ;30840330;ESCOLA ESTADUAL PROF. ALISSON PEREIRA GUIMARAES;Ativo
MG;20;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;21;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;22;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;23;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;24;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;40;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;41;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;42;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;43;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;44;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;45;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;46;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13440;RUA FLOR D'ÁGUA, 990;30810310;ESCOLA ESTADUAL JORNALISTA PAES SARDINHA;Ativo
MG;47;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;48;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;49;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;50;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;51;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;52;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;53;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;54;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;55;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;56;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13441;RUA BARÃO DE CAMARGOS  , 88;30820190;ESCOLA ESTADUAL GUIA LOPES;Ativo
MG;57;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;58;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;59;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;60;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;61;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;62;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM INCONFIDÊNCIA;3402;13430;RUA VIOLETA DE MELO, 988;30820650;ESCOLA MUNICIPAL IGNÁCIO DE ANDRADE MELO;Ativo
MG;63;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;64;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;65;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;66;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;67;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;68;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;69;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;70;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13442;RUA SENADOR VIRGÍLIO TAVARES, 155;31360000;ESCOLA MUNICIPAL MARIA DE MAGALHÃES PINTO;Ativo
MG;71;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;72;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;73;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;74;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;75;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;76;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;77;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;78;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;JARDIM ALVORADA;3391;13443;RUA FLOR DE LIZ   ,100;30810030;ESCOLA ESTADUAL BENVINDA DE CARVALHO;Ativo
MG;79;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;TREVO;3559;13444;RUA HORÁCIO TERENA GUIMARÃES, 495;31585000;ESCOLA ESTADUAL MANOEL COSTA;Ativo
MG;80;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;TREVO;3559;13444;RUA HORÁCIO TERENA GUIMARÃES, 495;31585000;ESCOLA ESTADUAL MANOEL COSTA;Ativo
MG;81;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;82;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;83;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;84;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;85;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;86;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;87;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;88;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13417;RUA JOÃO ANTÔNIO CARDOSO  , 318;31310390;ESCOLA ESTADUAL FRANCISCO MENEZES FILHO;Ativo
MG;89;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13418;RUA ALUÍZIO DAVIS, 53;31320190;ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA;Ativo
MG;90;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13418;RUA ALUÍZIO DAVIS, 53;31320190;ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA;Ativo
MG;91;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13418;RUA ALUÍZIO DAVIS, 53;31320190;ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA;Ativo
MG;92;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13418;RUA ALUÍZIO DAVIS, 53;31320190;ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA;Ativo
MG;93;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13418;RUA ALUÍZIO DAVIS, 53;31320190;ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA;Ativo
MG;94;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;95;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;96;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;97;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;98;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;99;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;100;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;101;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;102;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;103;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13421;AV EXPEDICIONÁRIO BENVINDO BELÉM DE LIMA, 500;31310040;ESCOLA MUNICIPAL DOM ORIONE;Ativo
MG;104;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13421;AV EXPEDICIONÁRIO BENVINDO BELÉM DE LIMA, 500;31310040;ESCOLA MUNICIPAL DOM ORIONE;Ativo
MG;105;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;OURO PRETO;3465;13421;AV EXPEDICIONÁRIO BENVINDO BELÉM DE LIMA, 500;31310040;ESCOLA MUNICIPAL DOM ORIONE;Ativo
MG;106;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO LUIZ (PAMPULHA);3536;13420;ALAMEDA DAS FALCATAS 505;31275070;COLÉGIO SANTA MARCELINA;Ativo
MG;107;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;108;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;109;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;110;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;111;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;112;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;113;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;114;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;115;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;116;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;ITATIAIA/SANTA TEREZINHA;3388;13423;AV. SANTA TEREZINHA  , S/N;31360000;ESCOLA MUNICIPAL FRANCISCA ALVES;Ativo
MG;117;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;118;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;119;31;41238;3106200;BELO HORIZONTE;2754;2,82203E+17;BANDEIRANTES (PAMPULHA);;13437;AV. ANTÔNIO FRANCISCO LISBOA, 192;31365770;COLÉGIO L' HERMITAGE;Ativo
MG;120;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;121;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;122;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;123;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;124;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;125;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13424;RUA AVEIRO, 367;31255060;COLÉGIO ADVENTISTA DE BELO HORIZONTE;Ativo
MG;126;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13425;RUA GUIMARÃES, 900;31255050;ESCOLA ESTADUAL PROFESSOR AFONSO NEVES;Ativo
MG;127;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13425;RUA GUIMARÃES, 900;31255050;ESCOLA ESTADUAL PROFESSOR AFONSO NEVES;Ativo
MG;128;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13425;RUA GUIMARÃES, 900;31255050;ESCOLA ESTADUAL PROFESSOR AFONSO NEVES;Ativo
MG;129;31;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SÃO FRANCISCO;3528;13425;RUA GUIMARÃES, 900;31255050;ESCOLA ESTADUAL PROFESSOR AFONSO NEVES;Ativo
